t,bound,Exp3,Exp3DoublingTrick,SWExp3
84,74.76321865754174,10.760821182023435,10.396666907262514,11.734958245586014
85,75.2069211799629,10.757661094191,10.519665432639805,11.729636637235998
86,75.64802127420722,10.757661094191,10.519665432639805,12.14518623630866
87,76.08656420181333,10.97015513304855,10.91125984970411,12.513644187373714
88,76.52259392735205,11.1130539916225,10.93791081754658,12.423556815039397
89,76.95615316986792,11.1130539916225,10.976884222753611,12.864722165086775
90,77.38728345172692,11.490786612789051,11.160694489918,13.048532432251164
91,77.81602514502833,11.638098916824568,11.390095236005223,13.277933178338387
92,78.2424175157276,12.267299149210118,12.019295468390773,13.7456569304087
93,78.66649876560665,12.386014348985903,12.315696477599417,14.063284232916082
94,79.0883060722187,12.693362108140889,12.504618495113384,14.25220625043005
95,79.5078756269258,12.693362108140889,12.97121786871925,14.59157589190044
96,79.92524267113897,12.732442955494726,12.979413548085347,14.677477264597208
97,80.34044153086421,13.311827222446354,13.558797815036975,15.256861531548836
98,80.75350564964944,13.37599023785922,13.566158206618184,15.264221923130044
99,81.16446762002273,13.19717783245283,13.669472633357444,15.27841396861102
100,81.57335921350472,13.527170679801493,14.064697192229545,15.509493323986213
101,81.98021140927382,13.846261135918631,14.289395880324072,15.645471312453182
102,82.38505442155746,14.221990699673967,14.66128902742512,15.864326411410637
103,82.78791772581756,14.421451366068766,14.707769584487366,15.910806968472883
104,83.18883008379487,14.57864668501432,14.781704165239105,15.910806968472876
105,83.58781956747197,14.597283156083826,15.211536599018913,15.929443439542382
106,83.98491358201187,14.326731211870069,15.337537769271414,15.99667189017893
107,84.38013888772498,14.543953250355166,15.337537769271414,16.244173580911585
108,84.77352162111417,14.543953250355166,15.263494399823855,15.966831728209492
109,85.16508731504517,14.543953250355173,15.586697675532307,15.836793270027918
110,85.5548609180859,14.760017846639066,15.431608556011525,15.882673564921902
111,85.94286681305654,14.56746959202711,15.343979405550805,15.693403915089782
112,86.32912883482916,15.046113607520354,15.343979405550797,16.122841840378463
113,86.71367028741366,15.66437821951235,15.558862058859354,16.74110645237046
114,87.09651396036492,15.664378219512358,15.724552057137565,16.90679645064867
115,87.47768214454356,15.94275371155409,15.854342007453965,17.00262517608082
116,87.85719664726135,15.81500226659432,15.726590562494195,17.087215374514905
117,88.23507880684022,16.156507442261777,15.907161759804396,17.15616228146102
118,88.61134950661264,16.31283888142596,15.901520361473324,17.575291908117947
119,88.98602918838897,16.312838881425954,16.23567161669883,17.924585700458493
120,89.35913786541681,16.62156973838332,16.40767564099314,18.096589724752803
121,89.73069513485518,17.068979324252275,16.562702184199686,18.25161626795935
122,90.10072018978582,17.16296176994434,16.573663306854982,18.345598713651412
123,90.4692318307823,17.28537815056049,17.118581524341337,18.661359006032313
124,90.83624847705671,17.61301586018287,17.113825911618605,18.655277202601305
125,91.20178817720266,17.61301586018287,17.113825911618605,18.699626266147945
126,91.56586861955222,17.698602366440525,17.384012075974283,19.038757649326854
127,91.92850714216375,17.494631480148513,17.384012075974283,18.834786763034842
128,92.28972074245651,17.595104156376678,17.624140908430178,18.72139737837435
129,92.64952608650711,17.821401601383485,17.624140908430178,18.970612852135858
130,93.00793951802243,17.821401601383485,17.675492114769114,19.021964058474794
131,93.36497706700233,18.326422194873345,17.851043992204794,19.16434366869086
132,93.72065445810559,18.661617227463807,18.293333304010048,19.369042120405666
133,94.07498711873087,19.04143848561729,18.360000749752047,19.74886337855915
134,94.42799018682508,19.230325073583074,18.411990215328714,19.781273622986248
135,94.77967851842973,19.51494037990433,18.69660552164997,19.909054367811834
136,95.13006669497634,19.633079545522023,18.814744687267662,20.20440703412143
137,95.47916903034086,19.772743717081582,18.97285824587351,20.59260386452658
138,95.82699957766681,20.12338281848018,19.17227915913361,20.503713324586442
139,96.17357213596628,20.370743567539122,19.41963990819255,20.726947290137247
140,96.5189002565076,20.594123505106822,19.528604876568465,20.82823129832984
141,96.86299724899813,20.70119332626267,19.784533644987803,20.836134766740315
142,97.20587618756993,20.70119332626267,20.22423792271225,21.11583348093413
143,97.54754991657622,20.883233670727037,20.366543299525702,21.34482223366267
144,97.88803105620565,20.69820186947335,20.181511498272016,21.159790432408982
145,98.22733200792149,20.64938122141102,19.959587458931352,21.11096978434665
146,98.56546495973218,20.62573384846104,19.935940085981372,21.487445068671036
147,98.90244189129987,21.082067736006906,20.347620352172868,22.0211387684261
148,99.2382745788927,21.161384014814033,20.347620352172868,21.934783395097554
149,99.57297460018685,21.33634441440249,20.602076636054107,22.40799396234941
150,99.90655333892373,21.190536181397704,20.900413209005407,22.262185729344623
151,100.23902198942768,21.190536181397704,20.995555567109108,22.071187751211667
152,100.57039156098936,21.53517809788704,21.414034793764756,22.489666977867316
153,100.90067288211945,21.624682488482534,21.84870562583656,22.924337809939118
154,101.22987660467749,21.94529538496174,21.84870562583656,23.046944577431717
155,101.55801320788028,21.799254361498413,21.882153506601753,23.046944577431717
156,101.8850930021941,21.72279830875283,21.800414759170167,22.96520583000013
157,102.21112613311476,22.02441677170731,21.910241172840443,23.353567057949434
158,102.53612258483957,21.82395228406827,21.786957835628826,23.153102570310395
159,102.86009218383485,21.82395228406827,21.786957835628826,23.37911722825143
160,103.18304460230256,22.4159123492895,22.1058783380185,23.886366650961946
161,103.50498936154969,22.794106197730557,22.1058783380185,24.327348741109446
162,103.82593583526358,23.034947298979247,22.332787138431527,24.554257541522475
163,104.14589325269635,23.26705830963843,22.409322692769592,25.00766355501061
164,104.46487070176164,23.53394431643143,22.351794361273647,25.00766355501061
165,104.7828771320464,23.728079508613448,22.662375335434675,25.465772101471515
166,105.09992135774074,23.657720246859455,22.592016073680682,25.392763803298266
167,105.41601206048843,24.20074568061652,22.592016073680682,25.93578923705533
168,105.73115779216076,24.383584292249424,22.730409432685263,25.826927926127667
169,106.04536697755613,24.50999589079811,22.7916307326324,25.888149226074802
170,106.35864791702792,24.50999589079811,22.7916307326324,25.67391344134343
171,106.67100878904287,24.49527427226225,22.96396242403293,25.586405247839167
172,106.98245765267228,24.68301896922388,22.882294514088557,25.821150242564357
173,107.29300245001801,24.586264182279493,23.069923057106024,26.008778785581825
174,107.60265100857565,24.34552183059634,22.82918070542287,26.198718553555068
175,107.91141104353645,24.19707676876594,22.899031447806905,26.343017586485743
176,108.21929016003031,24.23941827181308,23.289207302696724,26.343017586485743
177,108.52629585531145,24.30794252417735,23.357731555060994,26.616940946333287
178,108.83243552088847,24.604059464175066,23.406145460423815,26.51997676763837
179,109.13771644460085,24.604059464175066,23.406145460423815,26.569642639770365
180,109.44214581264319,25.000934768455025,23.831329539755714,26.966517944050324
181,109.74573071153888,25.248004820725058,23.831329539755714,27.247386858633618
182,110.04847813006486,25.462253044742923,23.73307971483726,27.461635082651483
183,110.35039496112879,25.573799382674324,23.795969251505056,27.52452461931928
184,110.65148800360016,25.791268191141256,23.978880555093397,27.741993427786213
185,110.9517639640967,25.791268191141256,24.150299483459264,27.91341235615208
186,111.25122945872725,25.837267734756168,24.196299027074176,27.91341235615208
187,111.54989101479273,25.837267734756168,24.43637368313729,27.914635102895772
188,111.8477550724461,25.601088505786876,24.202392721992894,27.920202143113016
189,112.14482798631262,25.682671876086758,24.057371750552093,28.043436387515413
190,112.4411160270717,25.682671876086758,24.1116023106551,28.31712365699174
191,112.73662538300123,25.781638277886202,24.357902768285697,28.563424114622336
192,113.03136216148556,26.107078142311096,24.58896376450558,28.88886397904723
193,113.32533239048834,26.107078142311096,24.360453668216707,29.070210224076206
194,113.61854201999083,25.986094735997597,24.35953208769817,28.949226817762707
195,113.91099692339706,26.1513020026148,24.787671519523784,29.31122087411434
196,114.2027028989066,26.341820062389033,24.986621257035253,29.51017061162581
197,114.49366567085572,26.588941088249797,25.34221425247776,29.757291637486574
198,114.78389089102808,26.588941088249797,25.403796495012642,29.818873880021457
199,115.07338413993565,26.680991771381827,25.495847178144672,30.16003500176464
200,115.36215092807063,26.680991771381827,25.689690403346248,30.146776415160204
201,115.65019669712933,26.532096348750912,25.689690403346248,29.99788099252929
202,115.93752682120858,26.8553671648193,25.99611580045736,30.072544726007365
203,116.22414660797563,27.23312002965784,26.21223065233086,30.277478708660652
204,116.51006129981208,27.233120029657854,26.630209924996507,30.602353119740158
205,116.7952760749326,27.50398018149849,26.83783078975577,30.809973984499422
206,117.07979604847917,27.547481545380506,26.96703809721984,30.809973984499408
207,117.3636262735914,27.71643019424475,26.80824530567365,31.003940902205684
208,117.64677174245364,27.982628908106392,26.64636541810019,31.270139616067326
209,117.92923738731945,27.982628908106392,26.801434361193785,31.35782025858653
210,118.21102808151402,28.54281986811381,27.365274922275034,31.88116027400666
211,118.49214864041521,28.698025659779645,27.52048071394087,31.85936498517863
212,118.77260382241354,28.535368749141668,27.620147611607777,31.71476222563321
213,119.05239832985205,28.763394551259253,28.10097277919226,32.154540851832905
214,119.33153680994607,28.702059299722393,27.859393542617354,31.912961615258
215,119.61002385568389,28.702059299722407,27.945804302808426,32.07419842316308
216,119.88786400670847,28.85938810619308,28.57931771612722,32.34071212113277
217,120.16506175018087,29.12883398235809,28.64216383829148,32.68885621660411
218,120.44162152162572,29.72065110506901,28.86726094976578,32.90506189364065
219,120.71754770575937,29.993504796756014,29.251304137241917,33.14770713881548
220,120.99284463730095,29.93487214092285,29.457595196923634,33.353998198497194
221,121.26751660176686,30.03074790019143,29.52709010582761,33.449873957765774
222,121.54156783624914,30.32321261484867,29.819554820484854,34.001266141298345
223,121.81500253017815,30.841540504680438,30.46187917110656,34.51959403113011
224,122.08782482606962,31.055084300772492,30.675973305637072,34.7461462209595
225,122.36003882025707,31.437076582202565,31.181189145707947,34.93006346320878
226,122.63164856360928,31.51788994661831,30.890807393224918,34.72325004059594
227,122.90265806223366,31.263136991045272,31.07473366115849,34.907176308529515
228,123.17307127816568,31.1894720028601,31.074733661158476,34.754264795010116
229,123.44289213004464,31.460931473036723,31.074733661158476,34.86629787562151
230,123.71212449377624,31.465876119301726,30.95748779827656,34.71280170624716
231,123.98077220318216,31.23072138118131,31.096273973156997,34.8515878811276
232,124.248839050637,31.23072138118131,30.81014179979468,34.56545570776528
233,124.51632878769296,31.314815238258603,31.077868398064723,34.833182306035326
234,124.78324512569229,31.314815238258603,31.580162744318002,35.219917983735016
235,125.0495917363682,31.54410702194268,31.809454528002078,35.10822031532456
236,125.31537225243406,31.913658757928886,31.888459767340905,35.25937169297862
237,125.58059026816156,32.141868002086426,32.35853468808418,35.49083907781481
238,125.84524933994778,32.24848295332542,32.35853468808416,35.59745402905381
239,126.10935298687161,32.248482953325436,32.66321944093613,35.59745402905382
240,126.37290469123964,32.666956069448304,32.97394741995964,36.01592714517669
241,126.63590789912193,32.666956069448304,33.231820844822096,36.35273207989478
242,126.8983660208777,33.165682755938846,33.54641359327982,36.85145876638532
243,127.16028243167126,33.45963680880617,33.81169691955526,37.341339638132126
244,127.42166047197846,33.47649313225891,33.828553243008,37.71501313014329
245,127.68250344808372,33.26255537891292,33.88016403604067,37.6330447385384
246,127.94281463256804,33.78350549858682,34.29198299710251,38.04486369960024
247,128.20259726478798,33.91306182474062,34.440200916757476,38.19308161925521
248,128.461854551346,33.91306182474062,34.6443256736016,38.670108822779426
249,128.7205896665523,34.12064076758216,34.92469269918715,39.03789293211821
250,128.9788057528782,34.08414275135584,34.88819468296083,38.99263135892238
251,129.2365059214015,34.07988327525865,34.88819468296083,38.98837188282519
252,129.49369325224373,34.02835792030402,35.21512459278392,39.228825608328464
253,129.75037079499987,34.395260466328864,35.17596867278456,39.552910846660325
254,130.0065415691599,34.47600788091668,35.3699087714802,39.59260121337856
255,130.26220856452366,34.79468483901343,35.548580039638864,39.95204500092272
256,130.51737474160754,34.995837010099535,35.548580039638864,40.15319717200882
257,130.77204303204476,35.191235259978185,35.3829533246105,40.40675525430527
258,131.02621633897823,35.191235259978185,35.91416708251367,40.49388382682292
259,131.2798975374466,35.31519017595056,35.93327008957493,40.55292827893709
260,131.53308947476387,35.00125298139949,35.981783712211836,40.50856055189939
261,131.78579497089203,35.26604653660786,36.31702312405463,40.82753141898175
262,132.0380168188077,35.306450884813444,36.35742747226021,40.86793576718733
263,132.28975778486216,35.402331869193574,36.578137997286404,41.088646292213525
264,132.5410206091354,35.383761875689515,36.9962154978337,41.483640156631935
265,132.79180800578402,35.59997861742994,37.12748113727761,41.614905796075846
266,133.04212266338342,35.672994445906454,37.06324613271937,41.550670791517604
267,133.29196724526395,36.044490706700515,37.10845805167156,41.65538976553165
268,133.54134438984156,35.91921470217818,36.95884492259748,41.59686580186607
269,133.790256710943,35.99563956286747,37.035269783286765,41.657877641480496
270,134.03870679812522,36.100920827578875,37.035269783286765,41.620281077566574
271,134.28669721698995,36.56586120778553,37.50021016349342,42.257556742332326
272,134.5342305094926,37.025934834219356,37.50021016349342,42.75043001479571
273,134.78130919424638,37.44188400139933,37.9690771401921,42.992710151650726
274,135.02793576682123,37.44188400139933,37.9690771401921,43.12504212700708
275,135.2741127000379,37.771588110056626,38.37066116076022,43.45474623566437
276,135.51984244425725,37.96431337127373,38.73268288479366,43.85427800638712
277,135.7651274276648,38.20151424186011,39.37548604308944,44.3623449279321
278,136.0099700565507,38.047873419392516,39.45358496111152,44.349656131838856
